A-BalabanJ,A-BertzCT,A-Chi0,A-Chi0n,A-Chi0v,A-Chi1,A-Chi1n,A-Chi1v,A-Chi2n,A-Chi2v,A-Chi3n,A-Chi3v,A-Chi4n,A-Chi4v,A-EState_VSA1,A-EState_VSA10,A-EState_VSA2,A-EState_VSA3,A-EState_VSA4,A-EState_VSA5,A-EState_VSA6,A-EState_VSA7,A-EState_VSA8,A-EState_VSA9,A-ExactMolWt,A-FractionCSP3,A-HallKierAlpha,A-HeavyAtomCount,A-HeavyAtomMolWt,A-Ipc,A-Kappa1,A-Kappa2,A-Kappa3,A-LabuteASA,A-MaxAbsEStateIndex,A-MaxAbsPartialCharge,A-MaxEStateIndex,A-MaxPartialCharge,A-MinAbsEStateIndex,A-MinAbsPartialCharge,A-MinEStateIndex,A-MinPartialCharge,A-MolLogP,A-MolMR,A-MolWt,A-NHOHCount,A-NOCount,A-NumAromaticHeterocycles,A-NumAromaticRings,A-NumHAcceptors,A-NumHDonors,A-NumHeteroatoms,A-NumRotatableBonds,A-NumValenceElectrons,A-PEOE_VSA1,A-PEOE_VSA10,A-PEOE_VSA14,A-PEOE_VSA3,A-PEOE_VSA4,A-PEOE_VSA5,A-PEOE_VSA6,A-PEOE_VSA7,A-PEOE_VSA8,A-PEOE_VSA9,B-BalabanJ,B-BertzCT,B-Chi0,B-Chi0n,B-Chi0v,B-Chi1,B-Chi1n,B-Chi1v,B-Chi2n,B-Chi2v,B-Chi3n,B-Chi3v,B-Chi4n,B-Chi4v,B-EState_VSA1,B-EState_VSA10,B-EState_VSA2,B-EState_VSA3,B-EState_VSA4,B-EState_VSA5,B-EState_VSA6,B-EState_VSA7,B-EState_VSA8,B-EState_VSA9,B-ExactMolWt,B-FractionCSP3,B-HallKierAlpha,B-HeavyAtomCount,B-HeavyAtomMolWt,B-Ipc,B-Kappa1,B-Kappa2,B-Kappa3,B-LabuteASA,B-MaxAbsEStateIndex,B-MaxAbsPartialCharge,B-MaxEStateIndex,B-MaxPartialCharge,B-MinAbsEStateIndex,B-MinAbsPartialCharge,B-MinEStateIndex,B-MinPartialCharge,B-MolLogP,B-MolMR,B-MolWt,B-NHOHCount,B-NOCount,B-NumAromaticCarbocycles,B-NumAromaticRings,B-NumHAcceptors,B-NumHDonors,B-NumHeteroatoms,B-NumRotatableBonds,B-NumValenceElectrons,B-PEOE_VSA1,B-PEOE_VSA10,B-PEOE_VSA14,B-PEOE_VSA3,B-PEOE_VSA4,B-PEOE_VSA5,B-PEOE_VSA6,B-PEOE_VSA7,B-PEOE_VSA8,B-PEOE_VSA9,Time,Photocurrent
2.134,1342.985,23.535,19.76,19.76,16.015,11.68,11.68,8.033,8.033,6.373,6.373,4.616,4.616,5.969,9.901,5.563,5.563,65.08,0,12.133,12.133,73.569,4.417,443.233,0.286,-3.6,33,412.319,31197998.36,22.589,9.49,4.11,194.116,12.073,0.478,12.073,0.336,0.284,0.336,-0.938,-0.478,5.561,135.143,443.567,1,5,0,2,3,1,5,7,170,14.424,24.433,5.969,9.37,0,0,18.199,57.524,47.423,11.63,1.611,1244.82,20.217,16.242,16.242,14.114,9.321,9.321,6.812,6.812,4.706,4.706,3.054,3.054,0,5.107,5.75,11.375,33.274,0,6.066,86.644,20.457,0,380.164,0.083,-3.86,29,360.291,5055636.174,18.501,8.022,4.037,168.645,10.219,0.506,10.219,0.143,0.105,0.143,0.105,-0.506,7.993,116.323,380.451,1,5,4,4,5,1,5,4,142,5.107,11.437,0,0,15.343,5.114,48.531,60.692,5.386,17.062,60,8.90E-08
2.134,1342.985,23.535,19.76,19.76,16.015,11.68,11.68,8.033,8.033,6.373,6.373,4.616,4.616,5.969,9.901,5.563,5.563,65.08,0,12.133,12.133,73.569,4.417,443.233,0.286,-3.6,33,412.319,31197998.36,22.589,9.49,4.11,194.116,12.073,0.478,12.073,0.336,0.284,0.336,-0.938,-0.478,5.561,135.143,443.567,1,5,0,2,3,1,5,7,170,14.424,24.433,5.969,9.37,0,0,18.199,57.524,47.423,11.63,1.611,1244.82,20.217,16.242,16.242,14.114,9.321,9.321,6.812,6.812,4.706,4.706,3.054,3.054,0,5.107,5.75,11.375,33.274,0,6.066,86.644,20.457,0,380.164,0.083,-3.86,29,360.291,5055636.174,18.501,8.022,4.037,168.645,10.219,0.506,10.219,0.143,0.105,0.143,0.105,-0.506,7.993,116.323,380.451,1,5,4,4,5,1,5,4,142,5.107,11.437,0,0,15.343,5.114,48.531,60.692,5.386,17.062,100,7.77E-08
2.134,1342.985,23.535,19.76,19.76,16.015,11.68,11.68,8.033,8.033,6.373,6.373,4.616,4.616,5.969,9.901,5.563,5.563,65.08,0,12.133,12.133,73.569,4.417,443.233,0.286,-3.6,33,412.319,31197998.36,22.589,9.49,4.11,194.116,12.073,0.478,12.073,0.336,0.284,0.336,-0.938,-0.478,5.561,135.143,443.567,1,5,0,2,3,1,5,7,170,14.424,24.433,5.969,9.37,0,0,18.199,57.524,47.423,11.63,1.611,1244.82,20.217,16.242,16.242,14.114,9.321,9.321,6.812,6.812,4.706,4.706,3.054,3.054,0,5.107,5.75,11.375,33.274,0,6.066,86.644,20.457,0,380.164,0.083,-3.86,29,360.291,5055636.174,18.501,8.022,4.037,168.645,10.219,0.506,10.219,0.143,0.105,0.143,0.105,-0.506,7.993,116.323,380.451,1,5,4,4,5,1,5,4,142,5.107,11.437,0,0,15.343,5.114,48.531,60.692,5.386,17.062,140,6.68E-08
2.134,1342.985,23.535,19.76,19.76,16.015,11.68,11.68,8.033,8.033,6.373,6.373,4.616,4.616,5.969,9.901,5.563,5.563,65.08,0,12.133,12.133,73.569,4.417,443.233,0.286,-3.6,33,412.319,31197998.36,22.589,9.49,4.11,194.116,12.073,0.478,12.073,0.336,0.284,0.336,-0.938,-0.478,5.561,135.143,443.567,1,5,0,2,3,1,5,7,170,14.424,24.433,5.969,9.37,0,0,18.199,57.524,47.423,11.63,1.611,1244.82,20.217,16.242,16.242,14.114,9.321,9.321,6.812,6.812,4.706,4.706,3.054,3.054,0,5.107,5.75,11.375,33.274,0,6.066,86.644,20.457,0,380.164,0.083,-3.86,29,360.291,5055636.174,18.501,8.022,4.037,168.645,10.219,0.506,10.219,0.143,0.105,0.143,0.105,-0.506,7.993,116.323,380.451,1,5,4,4,5,1,5,4,142,5.107,11.437,0,0,15.343,5.114,48.531,60.692,5.386,17.062,180,5.87E-08
2.134,1342.985,23.535,19.76,19.76,16.015,11.68,11.68,8.033,8.033,6.373,6.373,4.616,4.616,5.969,9.901,5.563,5.563,65.08,0,12.133,12.133,73.569,4.417,443.233,0.286,-3.6,33,412.319,31197998.36,22.589,9.49,4.11,194.116,12.073,0.478,12.073,0.336,0.284,0.336,-0.938,-0.478,5.561,135.143,443.567,1,5,0,2,3,1,5,7,170,14.424,24.433,5.969,9.37,0,0,18.199,57.524,47.423,11.63,2.076,819.117,14.56,11.517,11.517,10.148,7.258,7.258,5.728,5.728,4.446,4.446,3.595,3.595,11.595,9.589,5.563,5.583,49.722,17.317,0,6.066,4.9,9.524,285.1,0.375,-2.3,21,270.179,94568.643,12.441,4.347,1.766,120.338,11.849,0.477,11.849,0.351,0.293,0.351,-1.237,-0.477,2.19,78.298,285.299,1,5,1,2,4,1,5,1,108,14.424,11.146,11.595,9.589,0,0,0,43.379,29.727,0,20,1.30E-07
2.134,1342.985,23.535,19.76,19.76,16.015,11.68,11.68,8.033,8.033,6.373,6.373,4.616,4.616,5.969,9.901,5.563,5.563,65.08,0,12.133,12.133,73.569,4.417,443.233,0.286,-3.6,33,412.319,31197998.36,22.589,9.49,4.11,194.116,12.073,0.478,12.073,0.336,0.284,0.336,-0.938,-0.478,5.561,135.143,443.567,1,5,0,2,3,1,5,7,170,14.424,24.433,5.969,9.37,0,0,18.199,57.524,47.423,11.63,2.076,819.117,14.56,11.517,11.517,10.148,7.258,7.258,5.728,5.728,4.446,4.446,3.595,3.595,11.595,9.589,5.563,5.583,49.722,17.317,0,6.066,4.9,9.524,285.1,0.375,-2.3,21,270.179,94568.643,12.441,4.347,1.766,120.338,11.849,0.477,11.849,0.351,0.293,0.351,-1.237,-0.477,2.19,78.298,285.299,1,5,1,2,4,1,5,1,108,14.424,11.146,11.595,9.589,0,0,0,43.379,29.727,0,60,8.89E-08
2.134,1342.985,23.535,19.76,19.76,16.015,11.68,11.68,8.033,8.033,6.373,6.373,4.616,4.616,5.969,9.901,5.563,5.563,65.08,0,12.133,12.133,73.569,4.417,443.233,0.286,-3.6,33,412.319,31197998.36,22.589,9.49,4.11,194.116,12.073,0.478,12.073,0.336,0.284,0.336,-0.938,-0.478,5.561,135.143,443.567,1,5,0,2,3,1,5,7,170,14.424,24.433,5.969,9.37,0,0,18.199,57.524,47.423,11.63,2.076,819.117,14.56,11.517,11.517,10.148,7.258,7.258,5.728,5.728,4.446,4.446,3.595,3.595,11.595,9.589,5.563,5.583,49.722,17.317,0,6.066,4.9,9.524,285.1,0.375,-2.3,21,270.179,94568.643,12.441,4.347,1.766,120.338,11.849,0.477,11.849,0.351,0.293,0.351,-1.237,-0.477,2.19,78.298,285.299,1,5,1,2,4,1,5,1,108,14.424,11.146,11.595,9.589,0,0,0,43.379,29.727,0,100,8.74E-08
2.134,1342.985,23.535,19.76,19.76,16.015,11.68,11.68,8.033,8.033,6.373,6.373,4.616,4.616,5.969,9.901,5.563,5.563,65.08,0,12.133,12.133,73.569,4.417,443.233,0.286,-3.6,33,412.319,31197998.36,22.589,9.49,4.11,194.116,12.073,0.478,12.073,0.336,0.284,0.336,-0.938,-0.478,5.561,135.143,443.567,1,5,0,2,3,1,5,7,170,14.424,24.433,5.969,9.37,0,0,18.199,57.524,47.423,11.63,2.076,819.117,14.56,11.517,11.517,10.148,7.258,7.258,5.728,5.728,4.446,4.446,3.595,3.595,11.595,9.589,5.563,5.583,49.722,17.317,0,6.066,4.9,9.524,285.1,0.375,-2.3,21,270.179,94568.643,12.441,4.347,1.766,120.338,11.849,0.477,11.849,0.351,0.293,0.351,-1.237,-0.477,2.19,78.298,285.299,1,5,1,2,4,1,5,1,108,14.424,11.146,11.595,9.589,0,0,0,43.379,29.727,0,140,7.27E-08
2.134,1342.985,23.535,19.76,19.76,16.015,11.68,11.68,8.033,8.033,6.373,6.373,4.616,4.616,5.969,9.901,5.563,5.563,65.08,0,12.133,12.133,73.569,4.417,443.233,0.286,-3.6,33,412.319,31197998.36,22.589,9.49,4.11,194.116,12.073,0.478,12.073,0.336,0.284,0.336,-0.938,-0.478,5.561,135.143,443.567,1,5,0,2,3,1,5,7,170,14.424,24.433,5.969,9.37,0,0,18.199,57.524,47.423,11.63,2.076,819.117,14.56,11.517,11.517,10.148,7.258,7.258,5.728,5.728,4.446,4.446,3.595,3.595,11.595,9.589,5.563,5.583,49.722,17.317,0,6.066,4.9,9.524,285.1,0.375,-2.3,21,270.179,94568.643,12.441,4.347,1.766,120.338,11.849,0.477,11.849,0.351,0.293,0.351,-1.237,-0.477,2.19,78.298,285.299,1,5,1,2,4,1,5,1,108,14.424,11.146,11.595,9.589,0,0,0,43.379,29.727,0,180,7.27E-08
2.191,661.859,15.949,12.73,12.73,10.651,7.244,7.244,4.711,4.711,3.386,3.386,2.172,2.172,5.969,4.795,5.563,11.375,18.777,6.066,18.199,24.265,28.976,5.107,297.148,0.235,-2.69,22,278.206,100626.965,15.694,7.356,3.693,129.476,11.112,0.478,11.112,0.337,0.144,0.337,-1.008,-0.478,4.646,87.58,297.358,1,5,0,2,4,1,5,6,114,10.006,5.687,5.969,4.795,5.114,5.114,12.133,50.246,18.777,11.251,1.803,989.932,16.096,13.418,13.418,11.81,8.591,8.591,6.665,6.665,5.188,5.188,4.169,4.169,0,4.795,5.626,5.563,48.885,23.235,12.394,18.199,15.95,4.417,318.137,0.3,-2.62,24,300.232,687478.9,13.786,5.196,1.988,139.294,12.561,0.422,12.561,0.344,0.278,0.344,-0.278,-0.422,3.554,94.57,318.376,0,4,1,3,4,0,4,1,120,9.317,5.583,5.626,4.795,0,0,6.066,49.446,47.684,5.563,20,4.67E-08
2.191,661.859,15.949,12.73,12.73,10.651,7.244,7.244,4.711,4.711,3.386,3.386,2.172,2.172,5.969,4.795,5.563,11.375,18.777,6.066,18.199,24.265,28.976,5.107,297.148,0.235,-2.69,22,278.206,100626.965,15.694,7.356,3.693,129.476,11.112,0.478,11.112,0.337,0.144,0.337,-1.008,-0.478,4.646,87.58,297.358,1,5,0,2,4,1,5,6,114,10.006,5.687,5.969,4.795,5.114,5.114,12.133,50.246,18.777,11.251,1.803,989.932,16.096,13.418,13.418,11.81,8.591,8.591,6.665,6.665,5.188,5.188,4.169,4.169,0,4.795,5.626,5.563,48.885,23.235,12.394,18.199,15.95,4.417,318.137,0.3,-2.62,24,300.232,687478.9,13.786,5.196,1.988,139.294,12.561,0.422,12.561,0.344,0.278,0.344,-0.278,-0.422,3.554,94.57,318.376,0,4,1,3,4,0,4,1,120,9.317,5.583,5.626,4.795,0,0,6.066,49.446,47.684,5.563,60,4.04E-08
2.191,661.859,15.949,12.73,12.73,10.651,7.244,7.244,4.711,4.711,3.386,3.386,2.172,2.172,5.969,4.795,5.563,11.375,18.777,6.066,18.199,24.265,28.976,5.107,297.148,0.235,-2.69,22,278.206,100626.965,15.694,7.356,3.693,129.476,11.112,0.478,11.112,0.337,0.144,0.337,-1.008,-0.478,4.646,87.58,297.358,1,5,0,2,4,1,5,6,114,10.006,5.687,5.969,4.795,5.114,5.114,12.133,50.246,18.777,11.251,1.803,989.932,16.096,13.418,13.418,11.81,8.591,8.591,6.665,6.665,5.188,5.188,4.169,4.169,0,4.795,5.626,5.563,48.885,23.235,12.394,18.199,15.95,4.417,318.137,0.3,-2.62,24,300.232,687478.9,13.786,5.196,1.988,139.294,12.561,0.422,12.561,0.344,0.278,0.344,-0.278,-0.422,3.554,94.57,318.376,0,4,1,3,4,0,4,1,120,9.317,5.583,5.626,4.795,0,0,6.066,49.446,47.684,5.563,100,3.90E-08
2.191,661.859,15.949,12.73,12.73,10.651,7.244,7.244,4.711,4.711,3.386,3.386,2.172,2.172,5.969,4.795,5.563,11.375,18.777,6.066,18.199,24.265,28.976,5.107,297.148,0.235,-2.69,22,278.206,100626.965,15.694,7.356,3.693,129.476,11.112,0.478,11.112,0.337,0.144,0.337,-1.008,-0.478,4.646,87.58,297.358,1,5,0,2,4,1,5,6,114,10.006,5.687,5.969,4.795,5.114,5.114,12.133,50.246,18.777,11.251,1.803,989.932,16.096,13.418,13.418,11.81,8.591,8.591,6.665,6.665,5.188,5.188,4.169,4.169,0,4.795,5.626,5.563,48.885,23.235,12.394,18.199,15.95,4.417,318.137,0.3,-2.62,24,300.232,687478.9,13.786,5.196,1.988,139.294,12.561,0.422,12.561,0.344,0.278,0.344,-0.278,-0.422,3.554,94.57,318.376,0,4,1,3,4,0,4,1,120,9.317,5.583,5.626,4.795,0,0,6.066,49.446,47.684,5.563,140,3.76E-08
2.191,661.859,15.949,12.73,12.73,10.651,7.244,7.244,4.711,4.711,3.386,3.386,2.172,2.172,5.969,4.795,5.563,11.375,18.777,6.066,18.199,24.265,28.976,5.107,297.148,0.235,-2.69,22,278.206,100626.965,15.694,7.356,3.693,129.476,11.112,0.478,11.112,0.337,0.144,0.337,-1.008,-0.478,4.646,87.58,297.358,1,5,0,2,4,1,5,6,114,10.006,5.687,5.969,4.795,5.114,5.114,12.133,50.246,18.777,11.251,1.803,989.932,16.096,13.418,13.418,11.81,8.591,8.591,6.665,6.665,5.188,5.188,4.169,4.169,0,4.795,5.626,5.563,48.885,23.235,12.394,18.199,15.95,4.417,318.137,0.3,-2.62,24,300.232,687478.9,13.786,5.196,1.988,139.294,12.561,0.422,12.561,0.344,0.278,0.344,-0.278,-0.422,3.554,94.57,318.376,0,4,1,3,4,0,4,1,120,9.317,5.583,5.626,4.795,0,0,6.066,49.446,47.684,5.563,180,3.57E-08
2.191,661.859,15.949,12.73,12.73,10.651,7.244,7.244,4.711,4.711,3.386,3.386,2.172,2.172,5.969,4.795,5.563,11.375,18.777,6.066,18.199,24.265,28.976,5.107,297.148,0.235,-2.69,22,278.206,100626.965,15.694,7.356,3.693,129.476,11.112,0.478,11.112,0.337,0.144,0.337,-1.008,-0.478,4.646,87.58,297.358,1,5,0,2,4,1,5,6,114,10.006,5.687,5.969,4.795,5.114,5.114,12.133,50.246,18.777,11.251,2.117,1113.44,19.397,14.801,15.617,12.754,8.409,9.817,6.717,8.232,4.977,6.341,3.553,4.98,15.719,18.631,16.395,27.817,0,18.199,56.312,0,0,4.183,382.087,0.143,-2.83,27,364.293,1348879.864,17.577,5.837,2.522,157.171,12.798,0.508,12.798,0.298,0.112,0.298,-3.98,-0.508,3.725,100.282,382.437,2,5,3,3,5,2,6,2,138,10.213,16.395,0,4.183,8.418,0,30.332,66.433,5.563,0,20,1.81E-07
2.191,661.859,15.949,12.73,12.73,10.651,7.244,7.244,4.711,4.711,3.386,3.386,2.172,2.172,5.969,4.795,5.563,11.375,18.777,6.066,18.199,24.265,28.976,5.107,297.148,0.235,-2.69,22,278.206,100626.965,15.694,7.356,3.693,129.476,11.112,0.478,11.112,0.337,0.144,0.337,-1.008,-0.478,4.646,87.58,297.358,1,5,0,2,4,1,5,6,114,10.006,5.687,5.969,4.795,5.114,5.114,12.133,50.246,18.777,11.251,2.117,1113.44,19.397,14.801,15.617,12.754,8.409,9.817,6.717,8.232,4.977,6.341,3.553,4.98,15.719,18.631,16.395,27.817,0,18.199,56.312,0,0,4.183,382.087,0.143,-2.83,27,364.293,1348879.864,17.577,5.837,2.522,157.171,12.798,0.508,12.798,0.298,0.112,0.298,-3.98,-0.508,3.725,100.282,382.437,2,5,3,3,5,2,6,2,138,10.213,16.395,0,4.183,8.418,0,30.332,66.433,5.563,0,60,1.55E-07
2.191,661.859,15.949,12.73,12.73,10.651,7.244,7.244,4.711,4.711,3.386,3.386,2.172,2.172,5.969,4.795,5.563,11.375,18.777,6.066,18.199,24.265,28.976,5.107,297.148,0.235,-2.69,22,278.206,100626.965,15.694,7.356,3.693,129.476,11.112,0.478,11.112,0.337,0.144,0.337,-1.008,-0.478,4.646,87.58,297.358,1,5,0,2,4,1,5,6,114,10.006,5.687,5.969,4.795,5.114,5.114,12.133,50.246,18.777,11.251,2.117,1113.44,19.397,14.801,15.617,12.754,8.409,9.817,6.717,8.232,4.977,6.341,3.553,4.98,15.719,18.631,16.395,27.817,0,18.199,56.312,0,0,4.183,382.087,0.143,-2.83,27,364.293,1348879.864,17.577,5.837,2.522,157.171,12.798,0.508,12.798,0.298,0.112,0.298,-3.98,-0.508,3.725,100.282,382.437,2,5,3,3,5,2,6,2,138,10.213,16.395,0,4.183,8.418,0,30.332,66.433,5.563,0,100,1.41E-07
2.191,661.859,15.949,12.73,12.73,10.651,7.244,7.244,4.711,4.711,3.386,3.386,2.172,2.172,5.969,4.795,5.563,11.375,18.777,6.066,18.199,24.265,28.976,5.107,297.148,0.235,-2.69,22,278.206,100626.965,15.694,7.356,3.693,129.476,11.112,0.478,11.112,0.337,0.144,0.337,-1.008,-0.478,4.646,87.58,297.358,1,5,0,2,4,1,5,6,114,10.006,5.687,5.969,4.795,5.114,5.114,12.133,50.246,18.777,11.251,2.117,1113.44,19.397,14.801,15.617,12.754,8.409,9.817,6.717,8.232,4.977,6.341,3.553,4.98,15.719,18.631,16.395,27.817,0,18.199,56.312,0,0,4.183,382.087,0.143,-2.83,27,364.293,1348879.864,17.577,5.837,2.522,157.171,12.798,0.508,12.798,0.298,0.112,0.298,-3.98,-0.508,3.725,100.282,382.437,2,5,3,3,5,2,6,2,138,10.213,16.395,0,4.183,8.418,0,30.332,66.433,5.563,0,140,1.34E-07
2.191,661.859,15.949,12.73,12.73,10.651,7.244,7.244,4.711,4.711,3.386,3.386,2.172,2.172,5.969,4.795,5.563,11.375,18.777,6.066,18.199,24.265,28.976,5.107,297.148,0.235,-2.69,22,278.206,100626.965,15.694,7.356,3.693,129.476,11.112,0.478,11.112,0.337,0.144,0.337,-1.008,-0.478,4.646,87.58,297.358,1,5,0,2,4,1,5,6,114,10.006,5.687,5.969,4.795,5.114,5.114,12.133,50.246,18.777,11.251,2.117,1113.44,19.397,14.801,15.617,12.754,8.409,9.817,6.717,8.232,4.977,6.341,3.553,4.98,15.719,18.631,16.395,27.817,0,18.199,56.312,0,0,4.183,382.087,0.143,-2.83,27,364.293,1348879.864,17.577,5.837,2.522,157.171,12.798,0.508,12.798,0.298,0.112,0.298,-3.98,-0.508,3.725,100.282,382.437,2,5,3,3,5,2,6,2,138,10.213,16.395,0,4.183,8.418,0,30.332,66.433,5.563,0,180,1.11E-07
2.191,661.859,15.949,12.73,12.73,10.651,7.244,7.244,4.711,4.711,3.386,3.386,2.172,2.172,5.969,4.795,5.563,11.375,18.777,6.066,18.199,24.265,28.976,5.107,297.148,0.235,-2.69,22,278.206,100626.965,15.694,7.356,3.693,129.476,11.112,0.478,11.112,0.337,0.144,0.337,-1.008,-0.478,4.646,87.58,297.358,1,5,0,2,4,1,5,6,114,10.006,5.687,5.969,4.795,5.114,5.114,12.133,50.246,18.777,11.251,2.145,437.932,11.38,8.668,8.668,7.737,4.867,4.867,3.383,3.383,2.067,2.067,1.197,1.197,0,0,0,11.375,11.375,0,24.265,24.265,10.229,11.467,212.106,0,-2.36,16,200.16,5494.485,10.168,4.44,2.571,93.615,5.564,0.399,5.564,0.086,0.714,0.086,0.714,-0.399,3.266,65.885,212.256,4,4,2,2,4,2,4,2,80,11.467,0,0,0,10.229,0,0,48.531,11.375,11.375,20,1.35E-07
2.191,661.859,15.949,12.73,12.73,10.651,7.244,7.244,4.711,4.711,3.386,3.386,2.172,2.172,5.969,4.795,5.563,11.375,18.777,6.066,18.199,24.265,28.976,5.107,297.148,0.235,-2.69,22,278.206,100626.965,15.694,7.356,3.693,129.476,11.112,0.478,11.112,0.337,0.144,0.337,-1.008,-0.478,4.646,87.58,297.358,1,5,0,2,4,1,5,6,114,10.006,5.687,5.969,4.795,5.114,5.114,12.133,50.246,18.777,11.251,2.145,437.932,11.38,8.668,8.668,7.737,4.867,4.867,3.383,3.383,2.067,2.067,1.197,1.197,0,0,0,11.375,11.375,0,24.265,24.265,10.229,11.467,212.106,0,-2.36,16,200.16,5494.485,10.168,4.44,2.571,93.615,5.564,0.399,5.564,0.086,0.714,0.086,0.714,-0.399,3.266,65.885,212.256,4,4,2,2,4,2,4,2,80,11.467,0,0,0,10.229,0,0,48.531,11.375,11.375,60,9.53E-08
2.191,661.859,15.949,12.73,12.73,10.651,7.244,7.244,4.711,4.711,3.386,3.386,2.172,2.172,5.969,4.795,5.563,11.375,18.777,6.066,18.199,24.265,28.976,5.107,297.148,0.235,-2.69,22,278.206,100626.965,15.694,7.356,3.693,129.476,11.112,0.478,11.112,0.337,0.144,0.337,-1.008,-0.478,4.646,87.58,297.358,1,5,0,2,4,1,5,6,114,10.006,5.687,5.969,4.795,5.114,5.114,12.133,50.246,18.777,11.251,2.145,437.932,11.38,8.668,8.668,7.737,4.867,4.867,3.383,3.383,2.067,2.067,1.197,1.197,0,0,0,11.375,11.375,0,24.265,24.265,10.229,11.467,212.106,0,-2.36,16,200.16,5494.485,10.168,4.44,2.571,93.615,5.564,0.399,5.564,0.086,0.714,0.086,0.714,-0.399,3.266,65.885,212.256,4,4,2,2,4,2,4,2,80,11.467,0,0,0,10.229,0,0,48.531,11.375,11.375,100,7.83E-08
2.191,661.859,15.949,12.73,12.73,10.651,7.244,7.244,4.711,4.711,3.386,3.386,2.172,2.172,5.969,4.795,5.563,11.375,18.777,6.066,18.199,24.265,28.976,5.107,297.148,0.235,-2.69,22,278.206,100626.965,15.694,7.356,3.693,129.476,11.112,0.478,11.112,0.337,0.144,0.337,-1.008,-0.478,4.646,87.58,297.358,1,5,0,2,4,1,5,6,114,10.006,5.687,5.969,4.795,5.114,5.114,12.133,50.246,18.777,11.251,2.145,437.932,11.38,8.668,8.668,7.737,4.867,4.867,3.383,3.383,2.067,2.067,1.197,1.197,0,0,0,11.375,11.375,0,24.265,24.265,10.229,11.467,212.106,0,-2.36,16,200.16,5494.485,10.168,4.44,2.571,93.615,5.564,0.399,5.564,0.086,0.714,0.086,0.714,-0.399,3.266,65.885,212.256,4,4,2,2,4,2,4,2,80,11.467,0,0,0,10.229,0,0,48.531,11.375,11.375,140,6.46E-08
2.191,661.859,15.949,12.73,12.73,10.651,7.244,7.244,4.711,4.711,3.386,3.386,2.172,2.172,5.969,4.795,5.563,11.375,18.777,6.066,18.199,24.265,28.976,5.107,297.148,0.235,-2.69,22,278.206,100626.965,15.694,7.356,3.693,129.476,11.112,0.478,11.112,0.337,0.144,0.337,-1.008,-0.478,4.646,87.58,297.358,1,5,0,2,4,1,5,6,114,10.006,5.687,5.969,4.795,5.114,5.114,12.133,50.246,18.777,11.251,2.145,437.932,11.38,8.668,8.668,7.737,4.867,4.867,3.383,3.383,2.067,2.067,1.197,1.197,0,0,0,11.375,11.375,0,24.265,24.265,10.229,11.467,212.106,0,-2.36,16,200.16,5494.485,10.168,4.44,2.571,93.615,5.564,0.399,5.564,0.086,0.714,0.086,0.714,-0.399,3.266,65.885,212.256,4,4,2,2,4,2,4,2,80,11.467,0,0,0,10.229,0,0,48.531,11.375,11.375,180,5.39E-08
2.191,661.859,15.949,12.73,12.73,10.651,7.244,7.244,4.711,4.711,3.386,3.386,2.172,2.172,5.969,4.795,5.563,11.375,18.777,6.066,18.199,24.265,28.976,5.107,297.148,0.235,-2.69,22,278.206,100626.965,15.694,7.356,3.693,129.476,11.112,0.478,11.112,0.337,0.144,0.337,-1.008,-0.478,4.646,87.58,297.358,1,5,0,2,4,1,5,6,114,10.006,5.687,5.969,4.795,5.114,5.114,12.133,50.246,18.777,11.251,1.947,1791.046,20.309,15.068,15.068,14.542,9.276,9.276,7.497,7.497,6.152,6.152,4.958,4.958,22.502,19.178,0,32.317,32.317,0,24.265,24.265,0,8.834,392.032,0,-4.32,30,384.258,14858918.6,15.585,4.803,1.584,163.735,12.324,0.386,12.324,0.346,0.345,0.346,-0.666,-0.386,3.546,114.648,392.322,0,6,5,7,6,0,6,0,140,8.834,0,22.502,19.178,0,0,24.265,56.583,10.772,21.545,20,8.76E-08
2.191,661.859,15.949,12.73,12.73,10.651,7.244,7.244,4.711,4.711,3.386,3.386,2.172,2.172,5.969,4.795,5.563,11.375,18.777,6.066,18.199,24.265,28.976,5.107,297.148,0.235,-2.69,22,278.206,100626.965,15.694,7.356,3.693,129.476,11.112,0.478,11.112,0.337,0.144,0.337,-1.008,-0.478,4.646,87.58,297.358,1,5,0,2,4,1,5,6,114,10.006,5.687,5.969,4.795,5.114,5.114,12.133,50.246,18.777,11.251,1.947,1791.046,20.309,15.068,15.068,14.542,9.276,9.276,7.497,7.497,6.152,6.152,4.958,4.958,22.502,19.178,0,32.317,32.317,0,24.265,24.265,0,8.834,392.032,0,-4.32,30,384.258,14858918.6,15.585,4.803,1.584,163.735,12.324,0.386,12.324,0.346,0.345,0.346,-0.666,-0.386,3.546,114.648,392.322,0,6,5,7,6,0,6,0,140,8.834,0,22.502,19.178,0,0,24.265,56.583,10.772,21.545,60,8.36E-08
